CLAVE SITIO,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES
OCGCE3247,LAS MARGARITAS,GOLFO CENTRO,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,RÍO TONTO,RIO TONTO,LÓTICO (HUMEDAL),RÍO,-96.28731,18.25753,2012-2024,2,Excelente,13.94,Buena calidad,10,Excelente,2387.563484,Contaminada,360.81,Buena calidad,,,72.5,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3248,PUENTE ZACATE COLORADO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATZINTLA,RÍO CAZONES,RIO CAZONES,LÓTICO,RÍO,-97.49176,20.50439,2012-2024,2,Excelente,26.37,Aceptable,10,Excelente,1738.139851,Contaminada,573.9503999,Buena calidad,,,86.05,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3249,ARROYO COCINEROS II (REF. COMPLEJO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATZINTLA,RÍO CAZONES,ARROYO COCINEROS,LÓTICO,ARROYO,-97.48145,20.4979,2012-2024,23.015,Aceptable,94.64,Contaminada,26.8,Buena calidad,17734.76752,Fuertemente contaminada,6781.45426,Fuertemente contaminada,,,11.05,Contaminada,,,,,,,1.33,Toxicidad baja,35.4,Toxicidad alta,,,,,,,,,ROJO,"DQO,TOX_V,E_COLI,CF,OD%,"
OCGCE3250,COCINEROS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,RÍO CAZONES,ARROYO COCINERO AFLUENTE AL RIO CAZONES,LÓTICO,ARROYO,-97.48138,20.515,2012-2024,24,Aceptable,86.265,Contaminada,17,Excelente,10956.03642,Fuertemente contaminada,4027.388121,Fuertemente contaminada,,,10,Fuertemente contaminada,,,,,,,1.59,Toxicidad moderada,10.37,Toxicidad alta,,,,,,,,,ROJO,"DQO,TOX_V,E_COLI,CF,OD%,"
OCGCE3251,PUENTE CAZONES,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TIHUATLÁN,RÍO CAZONES,RIO CAZONES,LÓTICO,RÍO,-97.47523,20.54354,2012-2024,2.08,Excelente,32.335,Aceptable,10,Excelente,2342.753089,Contaminada,726.7586333,Aceptable,,,76.95,Excelente,,,,,,,<1,No tóxico,1.89,Toxicidad moderada,,,,,,,,,AMARILLO,"CF,"
OCGCE3252,ARROYO SALSIPUEDES II,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,RÍO CAZONES,ARROYO SALSIPUEDES,LÓTICO,ARROYO,-97.4549,20.55003,2012-2024,26.67,Aceptable,87.885,Contaminada,20,Excelente,18155.38333,Fuertemente contaminada,6497.612974,Fuertemente contaminada,,,10,Fuertemente contaminada,,,,,,,2.03,Toxicidad moderada,27.62,Toxicidad alta,,,,,,,,,ROJO,"DQO,TOX_V,E_COLI,CF,OD%,"
OCGCE3253,ARROYO EL MAIZ Y MOLLEJON,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,RÍO CAZONES,ARROYO EL MAIZ,LÓTICO,ARROYO,-97.44984,20.55764,2012-2024,36.67,Contaminada,123.67,Contaminada,23,Excelente,14048.58801,Fuertemente contaminada,6544.18668,Fuertemente contaminada,,,10,Fuertemente contaminada,,,,,,,5.47,Toxicidad alta,14.97,Toxicidad alta,,,,,,,,,ROJO,"DBO,DQO,TOX_D,TOX_V,E_COLI,CF,OD%,"
OCGCE3254,RIO CAZONES (INF. LAS GAVIOTAS),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,RÍO CAZONES,RIO CAZONES,LÓTICO,RÍO,-97.44784,20.56088,2012-2024,3.425,Buena calidad,18.27,Buena calidad,11,Excelente,9723.039444,Contaminada,3643.626251,Fuertemente contaminada,,,66.87,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3255,TOTOLAPAN,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TIHUATLÁN,RÍO CAZONES,ARROYO TOTOLAPA,LÓTICO,RÍO,-97.551527,20.544151,2012-2024,2,Excelente,29.04,Aceptable,15,Excelente,939.9239948,Aceptable,297.5409606,Buena calidad,,,79.6,Excelente,,,,,,,<1,No tóxico,4.44,Toxicidad moderada,,,,,,,,,VERDE,
OCGCE3256,ARROYO TOTOLAPA II,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TIHUATLÁN,RÍO CAZONES,ARROYO TOTOLAPA,LÓTICO,RÍO,-97.4475,20.586475,2012-2024,3.175,Buena calidad,28.58,Aceptable,19.5,Excelente,2713.788456,Contaminada,1090.618336,Fuertemente contaminada,,,71,Excelente,,,,,,,<1,No tóxico,5.18,Toxicidad alta,,,,,,,,,ROJO,"TOX_V,E_COLI,CF,"
OCGCE3257,ARROYO SALSIPUEDES I (REFERENCIA),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,RÍO CAZONES,ARROYO SALSIPUEDES,LÓTICO,ARROYO,-97.42682,20.51224,2012-2024,73.33,Contaminada,163.37,Contaminada,41.25,Buena calidad,15933.34824,Fuertemente contaminada,7820.536174,Fuertemente contaminada,,,10.3,Contaminada,,,,,,,3.85,Toxicidad moderada,71.84,Toxicidad alta,,,,,,,,,ROJO,"DBO,DQO,TOX_V,E_COLI,CF,OD%,"
OCGCE3258,ARROYO COCINEROS (PUENTE COATZINTLA I),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATZINTLA,RÍO CAZONES,ARROYO COCINEROS,LÓTICO,ARROYO,-97.45432,20.47878,2012-2024,110,Contaminada,251.33,Fuertemente contaminada,85.28,Aceptable,16299.54233,Fuertemente contaminada,7759.875423,Fuertemente contaminada,,,10,Fuertemente contaminada,,,,,,,6.31,Toxicidad alta,109.29,Toxicidad alta,,,,,,,,,ROJO,"DBO,DQO,TOX_D,TOX_V,E_COLI,CF,OD%,"
OCGCE3262,RIO PIXQUIAC (RANCHO VIEJO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TLALNELHUAYOCAN,RÍO LA ANTIGUA,RIO PIXQUIAC,LÓTICO,RÍO,-96.97829,19.52013,2012-2024,2,Excelente,32.5,Aceptable,10,Excelente,600.5411297,Aceptable,190.3950475,Buena calidad,,,72,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,VERDE,
OCGCE3263,COLONIA LUZ DEL BARRIO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,RÍO LA ANTIGUA,RIO CARNEROS,LÓTICO,RÍO,-96.94755,19.54962,2012-2024,26,Aceptable,84.285,Contaminada,30.5,Buena calidad,5534.375857,Contaminada,2747.721175,Fuertemente contaminada,,,28,Contaminada,,,,,,,<1,No tóxico,29.04,Toxicidad alta,,,,,,,,,ROJO,"DQO,TOX_V,E_COLI,CF,OD%,"
OCGCE3264,COLONIA LOS PINOS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,RÍO LA ANTIGUA,RIO CARNEROS,LÓTICO,RÍO,-96.94151,19.54552,2012-2024,49.1,Contaminada,133.81,Contaminada,72.225,Buena calidad,14500.92613,Fuertemente contaminada,7340.230375,Fuertemente contaminada,,,39,Aceptable,,,,,,,<1,No tóxico,45.91,Toxicidad alta,,,,,,,,,ROJO,"DBO,DQO,TOX_V,E_COLI,CF,"
OCGCE3265,COLONIA VERACRUZ,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,RÍO LA ANTIGUA,ARROYO PAPAS,LÓTICO,ARROYO,-96.94079,19.56285,2012-2024,83.33,Contaminada,201.595,Fuertemente contaminada,79.215,Aceptable,9583.277313,Contaminada,5281.656757,Fuertemente contaminada,,,19.8,Contaminada,,,,,,,4.71,Toxicidad moderada,34.75,Toxicidad alta,,,,,,,,,ROJO,"DBO,DQO,TOX_V,E_COLI,CF,OD%,"
OCGCE3266,SEDEÑO (PUENTE CARRETERA XALAPA-BANDERILLA),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,BANDERILLA,RÍO ACTOPAN,RIO SEDEÑO,LÓTICO,RÍO,-96.93164,19.57801,2012-2024,2,Excelente,24.6,Aceptable,10,Excelente,2180.306274,Contaminada,710.7689286,Aceptable,,,58.3,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3267,SEDEÑO (U. H. LUCAS MARTIN),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,BANDERILLA,RÍO ACTOPAN,RIO SEDEÑO,LÓTICO,RÍO,-96.92806,19.5795,2012-2024,11,Aceptable,40.24,Contaminada,13,Excelente,4100.070536,Contaminada,1496.582638,Fuertemente contaminada,,,48.2,Aceptable,,,,,,,1.4,Toxicidad moderada,4.83,Toxicidad moderada,,,,,,,,,ROJO,"DQO,E_COLI,CF,"
OCGCE3268,XALAPA-CASTILLO (PUENTE EL TRONCONAL),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,RÍO ACTOPAN,RIO SEDEÑO,LÓTICO,RÍO,-96.89091,19.5712,2012-2024,13.665,Aceptable,53.52,Contaminada,22.975,Excelente,6015.193971,Contaminada,2146.120914,Fuertemente contaminada,,,41.55,Aceptable,,,,,,,<1,No tóxico,23.45,Toxicidad alta,,,,,,,,,ROJO,"DQO,TOX_V,E_COLI,CF,"
OCGCE3269,LA CONCHA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,JILOTEPEC,RÍO ACTOPAN,ARROYO INNOMINADO AFLUENTE AL RIO NAOLINCO,LÓTICO,ARROYO,-96.89261,19.60672,2012-2024,5,Buena calidad,29.815,Aceptable,10,Excelente,3378.675167,Contaminada,1539.816252,Fuertemente contaminada,,,50,Aceptable,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3270,SEDEÑO (COL. 6 DE ENERO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,RÍO ACTOPAN,RIO SEDEÑO,LÓTICO,RÍO,-96.8295,19.5796,2012-2024,6,Buena calidad,34.785,Aceptable,16,Excelente,3192.269983,Contaminada,1340.487876,Fuertemente contaminada,,,58.9,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3271,ARROYO LIMPIO I,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,RÍO ACTOPAN,ARROYO LIMPIO,LÓTICO,ARROYO,-96.83925,19.51609,2012-2024,53.33,Contaminada,126.175,Contaminada,61.5,Buena calidad,7908.249322,Contaminada,2331.972856,Fuertemente contaminada,,,46.65,Aceptable,,,,,,,1.08,Toxicidad baja,6.59,Toxicidad alta,,,,,,,,,ROJO,"DBO,DQO,TOX_V,E_COLI,CF,"
OCGCE3272,ARROYO LIMPIO II,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,RÍO ACTOPAN,ARROYO LIMPIO,LÓTICO,ARROYO,-96.83752,19.51563,2012-2024,27.5,Aceptable,93.955,Contaminada,46.335,Buena calidad,6610.472372,Contaminada,2974.823235,Fuertemente contaminada,,,49.25,Aceptable,,,,,,,4.61,Toxicidad moderada,2.8,Toxicidad moderada,,,,,,,,,ROJO,"DQO,E_COLI,CF,"
OCGCE3273,EMILIANO ZAPATA (PTAR) AGUAS ABAJO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,EMILIANO ZAPATA,RÍO ACTOPAN,ARROYO INNOMINADO,LÓTICO,ARROYO,-96.86404,19.48852,2012-2024,45,Contaminada,102.61,Contaminada,45.83,Buena calidad,6089.2678,Contaminada,2178.250133,Fuertemente contaminada,,,30,Contaminada,,,,,,,1.56,Toxicidad moderada,5.22,Toxicidad alta,,,,,,,,,ROJO,"DBO,DQO,TOX_V,E_COLI,CF,OD%,"
OCGCE3274,EMILIANO ZAPATA (PTAR) AGUAS ARRIBA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,EMILIANO ZAPATA,RÍO ACTOPAN,ARROYO INNOMINADO,LÓTICO,ARROYO,-96.86584,19.48916,2012-2024,26.5,Aceptable,102.035,Contaminada,35,Buena calidad,5569.482031,Contaminada,2409.909224,Fuertemente contaminada,,,24.15,Contaminada,,,,,,,1.42,Toxicidad moderada,15.36,Toxicidad alta,,,,,,,,,ROJO,"DQO,TOX_V,E_COLI,CF,OD%,"
OCGCE3275,LA RESERVA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,EMILIANO ZAPATA,RÍO ACTOPAN,ARROYO INNOMINADO,LÓTICO,ARROYO,-96.87251,19.49892,2012-2024,76.67,Contaminada,170.99,Contaminada,44.07,Buena calidad,8726.144096,Contaminada,2595.98524,Fuertemente contaminada,,,27,Contaminada,,,,,,,1.92,Toxicidad moderada,22.54,Toxicidad alta,,,,,,,,,ROJO,"DBO,DQO,TOX_V,E_COLI,CF,OD%,"
OCGCE3276,LAS ANIMAS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,RÍO ACTOPAN,ARROYO SUCIO,LÓTICO,ARROYO,-96.88496,19.52018,2012-2024,12.08,Aceptable,64.17,Contaminada,13,Excelente,25245.998,Fuertemente contaminada,24675.85171,Fuertemente contaminada,,,54.35,Buena calidad,,,,,,,1.87,Toxicidad moderada,2.05,Toxicidad moderada,,,,,,,,,ROJO,"DQO,E_COLI,CF,"
OCGCE3277,PTAR BANDERILLA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,BANDERILLA,RÍO ACTOPAN,RIO SEDEÑO,LÓTICO,RÍO,-96.92923,19.57962,2012-2024,6.775,Aceptable,38.52,Aceptable,16.5,Excelente,5521.703226,Contaminada,2403.061053,Fuertemente contaminada,,,56.5,Buena calidad,,,,,,,2.66,Toxicidad moderada,15.69,Toxicidad alta,,,,,,,,,ROJO,"TOX_V,E_COLI,CF,"
OCGCE3278,PTE AUTOPISTA XALAPA-COATEPEC,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATEPEC,RÍO LA ANTIGUA,RIO SORDO,LÓTICO,RÍO,-96.93673,19.49309,2012-2024,7.655,Aceptable,36.19,Aceptable,15.33,Excelente,24196,Fuertemente contaminada,21980.54086,Fuertemente contaminada,,,92.4,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3279,PACHO VIEJO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATEPEC,RÍO LA ANTIGUA,RIO SORDO,LÓTICO,RÍO,-96.92398,19.48132,2012-2024,7.855,Aceptable,43.56,Contaminada,11.6,Excelente,23624.46924,Fuertemente contaminada,21490.07765,Fuertemente contaminada,,,82.15,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,ROJO,"DQO,E_COLI,CF,"
OCGCE3280,LA ORDUÑA I,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATEPEC,RÍO LA ANTIGUA,RIO PIXQUIAC,LÓTICO,RÍO,-96.94471,19.45928,2012-2024,2,Excelente,13.855,Buena calidad,10,Excelente,16604.57398,Fuertemente contaminada,10461.61951,Fuertemente contaminada,,,95.6,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3281,LA ORDUÑA II,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATEPEC,RÍO LA ANTIGUA,RIO PIXQUIAC,LÓTICO,RÍO,-96.94133,19.45584,2012-2024,5,Buena calidad,41.58,Contaminada,10,Excelente,4587.227606,Contaminada,1434.288283,Fuertemente contaminada,,,70.5,Excelente,,,,,,,1.44,Toxicidad moderada,4.6,Toxicidad moderada,,,,,,,,,ROJO,"DQO,E_COLI,CF,"
OCGCE3281M1,PLAN DE SEDEÑO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ACAJETE,RÍO ACTOPAN,ARROYO EL CABLE,LÓTICO,RÍO,-97.00477,19.56974,2012-2024,2,Excelente,27.09,Aceptable,14,Excelente,1447.842065,Contaminada,662.389323,Aceptable,,,38.85,Aceptable,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3282,LA ORDUÑA III (PUENTE),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATEPEC,RÍO LA ANTIGUA,RIO PIXQUIAC,LÓTICO,RÍO,-96.93832,19.4499,2012-2024,3.925,Buena calidad,31.19,Aceptable,10,Excelente,4026.602535,Contaminada,1252.779433,Fuertemente contaminada,,,51.6,Buena calidad,,,,,,,<1,No tóxico,3.1,Toxicidad moderada,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3283,ZIMPIZAHUA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATEPEC,RÍO LA ANTIGUA,RIO PINTORES,LÓTICO,RÍO,-96.95009,19.43578,2012-2024,3.4,Buena calidad,29.82,Aceptable,10,Excelente,3067.794678,Contaminada,1008.810951,Fuertemente contaminada,,,43.65,Aceptable,,,,,,,1.61,Toxicidad moderada,4.18,Toxicidad moderada,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3285,CASCADA TEXOLO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,XICO,RÍO LA ANTIGUA,CASCADAS DE TEXOLO Y SU ENTORNO,LÓTICO (HUMEDAL),RÍO,-96.99237,19.40213,2012-2024,2,Excelente,26.31,Aceptable,10,Excelente,5742.391367,Contaminada,2119.912115,Fuertemente contaminada,,,64.6,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3286,"INGENIO MAHUIXTLAN, S.A. DE C.V. (AGUAS ARRIBA)",GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATEPEC,RÍO LA ANTIGUA,RIO PINTORES,LÓTICO,DESCARGA,-96.91931,19.409,2012-2024,13,Aceptable,52.69,Contaminada,19,Excelente,4235.780387,Contaminada,1535.53247,Fuertemente contaminada,,,46,Aceptable,,,,,,,1.06,Toxicidad baja,<1,No tóxico,,,,,,,,,ROJO,"DQO,E_COLI,CF,"
OCGCE3287,"INGENIO MAHUIXTLAN, S.A. DE C.V. (AGUAS ABAJO)",GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATEPEC,RÍO LA ANTIGUA,RIO PINTORES,LÓTICO,DESCARGA,-96.915278,19.406417,2012-2024,18.333,Aceptable,73.21,Contaminada,23,Excelente,5122.843359,Contaminada,1640.157,Fuertemente contaminada,,,43.6,Aceptable,,,,,,,2.53,Toxicidad moderada,9.91,Toxicidad alta,,,,,,,,,ROJO,"DQO,TOX_V,E_COLI,CF,"
OCGCE3288,RIO PINTORES II,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATEPEC,RÍO LA ANTIGUA,RIO LOS PINTORES,LÓTICO,RÍO,-96.91128,19.39892,2012-2024,17,Aceptable,63.383,Contaminada,27.5,Buena calidad,5333.537717,Contaminada,2060.30903,Fuertemente contaminada,,,53,Buena calidad,,,,,,,3.85,Toxicidad moderada,14.1,Toxicidad alta,,,,,,,,,ROJO,"DQO,TOX_V,E_COLI,CF,"
OCGCE3289,RIO PIXQUIAC  (SALIDA),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATEPEC,RÍO LA ANTIGUA,RIO PIXQUIAC,LÓTICO,RÍO,-96.91181,19.43502,2012-2024,5.67,Buena calidad,34.81,Aceptable,12.5,Excelente,4885.125414,Contaminada,2155.186977,Fuertemente contaminada,,,57.1,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3290,RÍO  MATLACOBALT ESTACIÓN LAS JUNTAS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TEOCELO,RÍO LA ANTIGUA,RIO MATLACOBLT,LÓTICO,RÍO,-96.8425,19.37054,2012-2024,2.645,Excelente,33.551,Aceptable,10,Excelente,163.206947,Buena calidad,55.3338897,Excelente,,,92.05,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,VERDE,
OCGCE3290M1,RIO MATLACOBATL (TEXOLO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TEOCELO,RÍO LA ANTIGUA,RIO MATLACOBALT,LÓTICO,RÍO,-96.84772,19.37746,2012-2024,2.09,Excelente,17.03,Buena calidad,18.5,Excelente,9337.897526,Contaminada,3835.72819,Fuertemente contaminada,,,76.55,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3290M2,ARROYO HUEYAPAN,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,HUEYAPAN DE OCAMPO,RÍO SAN JUAN,ARROYO HUEYAPAN,LÓTICO,RÍO,-95.28064,18.21503,2012-2024,2,Excelente,25.885,Aceptable,19.5,Excelente,1539.94884,Contaminada,531.438346,Buena calidad,,,61,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3291,PUENTE LOS PESCADOS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TLALTETELA,RÍO LA ANTIGUA,RIO LOS PESCADOS,LÓTICO,RÍO,-96.82571,19.363387,2012-2024,2.11,Excelente,26.496,Aceptable,13,Excelente,1532.130435,Contaminada,593.4071754,Aceptable,,,69.2,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3292,JALCOMULCO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,JALCOMULCO,RÍO LA ANTIGUA,RIO LOS PESCADOS,LÓTICO,RÍO,-96.7631,19.33054,2012-2024,2.97,Excelente,23.808,Aceptable,10,Excelente,191.8558409,Buena calidad,42.33293314,Excelente,,,86.1,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,VERDE,
OCGCE3292M1,JALCOMULCO 2,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,APAZAPAN,RÍO LA ANTIGUA,RIO LOS PESCADOS,LÓTICO,RÍO,-96.720429,19.320114,2012-2024,2.05,Excelente,26.14,Aceptable,15,Excelente,4489.160639,Contaminada,1461.801741,Fuertemente contaminada,,,60,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3293,RÍO LOS PESCADOS AGUAS ABAJO DESC. DE JALCOMULCO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,JALCOMULCO,RÍO LA ANTIGUA,RIO LOS PESCADOS,LÓTICO,RÍO,-96.74724,19.33366,2012-2024,3.335,Buena calidad,28.976,Aceptable,10.5,Excelente,309.5977012,Aceptable,85.22391478,Excelente,,,97.55,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,VERDE,
OCGCE3293M1,COETZALA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COETZALA,RÍO LA ANTIGUA,RIO LOS PESCADOS,LÓTICO,RÍO,-96.701399,19.313621,2012-2024,2.095,Excelente,25.835,Aceptable,17.5,Excelente,5004.578978,Contaminada,1722.189768,Fuertemente contaminada,,,60,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3294,CARRIZAL,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,APAZAPAN,RÍO LA ANTIGUA,RIO LOS PESCADOS,LÓTICO,RÍO,-96.628301,19.322325,2012-2024,2.61,Excelente,27.5,Aceptable,15,Excelente,3982.461524,Contaminada,1375.473811,Fuertemente contaminada,,,65.4,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3295,PUENTE NACIONAL,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,PUENTE NACIONAL,RÍO LA ANTIGUA,RIO LA ANTIGUA,LÓTICO,RÍO,-96.48217,19.32413,2012-2024,2.11,Excelente,28.775,Aceptable,25.5,Buena calidad,1467.434689,Contaminada,649.7410892,Aceptable,,,58.35,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3296,GUAYABAL,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,PUENTE NACIONAL,RÍO LA ANTIGUA,RIO LA ANTIGUA,LÓTICO,RÍO,-96.42322,19.34193,2012-2024,2,Excelente,27.47,Aceptable,14,Excelente,1118.584303,Contaminada,428.1483546,Buena calidad,,,59,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3297,PUENTE PAPALOAPAN,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COSAMALOAPAN DE CARPIO,RÍO PAPALOAPAN,RIO PAPALOAPAN,LÓTICO (HUMEDAL),RÍO,-96.09763,18.16736,2012-2024,2,Excelente,12.26,Buena calidad,11.1,Excelente,4954.479426,Contaminada,1020.093703,Fuertemente contaminada,,,79.64,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3298,PUENTE SALMORAL,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,LA ANTIGUA,RÍO LA ANTIGUA,RIO LA ANTIGUA,LÓTICO,RÍO,-96.35872,19.34792,2012-2024,2,Excelente,28.15,Aceptable,16,Excelente,2044.685002,Contaminada,836.0225303,Aceptable,,,58.85,Buena calidad,,,,,,,1.07,Toxicidad baja,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
